code,province,district,commune,village
05010307,Kampong Speu,Basedth,Nitean,Noreay
05010308,Kampong Speu,Basedth,Nitean,Trapeang Khyang
05010309,Kampong Speu,Basedth,Nitean,Trapeang Khnar
05010310,Kampong Speu,Basedth,Nitean,Trapeang Sala
05010311,Kampong Speu,Basedth,Nitean,Pou Tbaeng
05010312,Kampong Speu,Basedth,Nitean,Krasang Ta Kong
05010313,Kampong Speu,Basedth,Nitean,Trapeang Andoung
05010314,Kampong Speu,Basedth,Nitean,Trapeang Rumdenh
05010315,Kampong Speu,Basedth,Nitean,Serei Andaet
05010401,Kampong Speu,Basedth,Pheakdei,Chrak Preal
05010402,Kampong Speu,Basedth,Pheakdei,Prey Rumdael
05010403,Kampong Speu,Basedth,Pheakdei,Prey Khla
05010404,Kampong Speu,Basedth,Pheakdei,Chhuk Roadth
05010405,Kampong Speu,Basedth,Pheakdei,Kouk Kandal
05010406,Kampong Speu,Basedth,Pheakdei,Sahakkom Khang Kaeut
05010407,Kampong Speu,Basedth,Pheakdei,Sahakkom Khang Lech
05010408,Kampong Speu,Basedth,Pheakdei,Ou Ta Pung
05010409,Kampong Speu,Basedth,Pheakdei,Ta Nok
05010501,Kampong Speu,Basedth,Pheari Mean Chey,Preah Mlob
05010502,Kampong Speu,Basedth,Pheari Mean Chey,Thmei
05010503,Kampong Speu,Basedth,Pheari Mean Chey,Prey Kanhchan
05010504,Kampong Speu,Basedth,Pheari Mean Chey,Das Skor
05010505,Kampong Speu,Basedth,Pheari Mean Chey,Prey Ngoung
05010506,Kampong Speu,Basedth,Pheari Mean Chey,Piri
05010507,Kampong Speu,Basedth,Pheari Mean Chey,Ta Thomm
05010508,Kampong Speu,Basedth,Pheari Mean Chey,Trapeang Phlong
05010509,Kampong Speu,Basedth,Pheari Mean Chey,Prey Roung
05010510,Kampong Speu,Basedth,Pheari Mean Chey,Ta Saom Ak
05010511,Kampong Speu,Basedth,Pheari Mean Chey,Samraong Pong Tuek
05010512,Kampong Speu,Basedth,Pheari Mean Chey,Sach Trei
05010513,Kampong Speu,Basedth,Pheari Mean Chey,Tuek Thla
05010601,Kampong Speu,Basedth,Phong,Boeng Ta Mom
05010602,Kampong Speu,Basedth,Phong,Tuol
05010603,Kampong Speu,Basedth,Phong,Thmei
05010604,Kampong Speu,Basedth,Phong,Sambuor Meas
05010605,Kampong Speu,Basedth,Phong,Kanlang Chum
05010606,Kampong Speu,Basedth,Phong,Prey Mnou
05010607,Kampong Speu,Basedth,Phong,Trapeang Tuek Chrov
05010608,Kampong Speu,Basedth,Phong,Trapeang Veaeng
05010609,Kampong Speu,Basedth,Phong,Chhuk Kieb
05010610,Kampong Speu,Basedth,Phong,Trapeang Leab
05010611,Kampong Speu,Basedth,Phong,Dambouk Khpos
05010612,Kampong Speu,Basedth,Phong,Tuol Phngeas
05010613,Kampong Speu,Basedth,Phong,Srae Roluos
05010701,Kampong Speu,Basedth,Pou Angkrang,Trapeang Prei
05010702,Kampong Speu,Basedth,Pou Angkrang,Sangkom Mean chey
05010703,Kampong Speu,Basedth,Pou Angkrang,Trapeang Chhuk
05010704,Kampong Speu,Basedth,Pou Angkrang,Kandaol
05010705,Kampong Speu,Basedth,Pou Angkrang,Pou Thum
05010706,Kampong Speu,Basedth,Pou Angkrang,Pou Kandal
05010707,Kampong Speu,Basedth,Pou Angkrang,Prey Edth
05010708,Kampong Speu,Basedth,Pou Angkrang,Chranieng Chas
05010709,Kampong Speu,Basedth,Pou Angkrang,Chranieng Thmei
05010710,Kampong Speu,Basedth,Pou Angkrang,Prey Khla
05010711,Kampong Speu,Basedth,Pou Angkrang,Trapeang Kak
05010712,Kampong Speu,Basedth,Pou Angkrang,Serei Chuob Chum
05010713,Kampong Speu,Basedth,Pou Angkrang,Trakuon
05010714,Kampong Speu,Basedth,Pou Angkrang,Trapeang Trokiet
05010715,Kampong Speu,Basedth,Pou Angkrang,Kranhung
05010716,Kampong Speu,Basedth,Pou Angkrang,Serei Phoat
05010717,Kampong Speu,Basedth,Pou Angkrang,Prey Sroul
05010718,Kampong Speu,Basedth,Pou Angkrang,Noreay
05010719,Kampong Speu,Basedth,Pou Angkrang,Prey Ta Phem
05010801,Kampong Speu,Basedth,Pou Chamraeun,Khley Chas
05010802,Kampong Speu,Basedth,Pou Chamraeun,Khley Thmei
05010803,Kampong Speu,Basedth,Pou Chamraeun,Trapeang Samraong
05010804,Kampong Speu,Basedth,Pou Chamraeun,Sakkarak
05010805,Kampong Speu,Basedth,Pou Chamraeun,Phnum Touch
05010806,Kampong Speu,Basedth,Pou Chamraeun,Angk Ta Am
05010807,Kampong Speu,Basedth,Pou Chamraeun,Srae Kuy
05010808,Kampong Speu,Basedth,Pou Chamraeun,Trapeang Trayueng
05010809,Kampong Speu,Basedth,Pou Chamraeun,Leang Chey Thmei
05010810,Kampong Speu,Basedth,Pou Chamraeun,Trapeang Tuntuem
05010811,Kampong Speu,Basedth,Pou Chamraeun,Leang Chey Chas
05010812,Kampong Speu,Basedth,Pou Chamraeun,Prey Tbaeng
05010813,Kampong Speu,Basedth,Pou Chamraeun,Prey Khlong
05010814,Kampong Speu,Basedth,Pou Chamraeun,Khpob Run
05010901,Kampong Speu,Basedth,Pou Mreal,Angk Daek Kandal
05010902,Kampong Speu,Basedth,Pou Mreal,Chambak Run Tboung
05010903,Kampong Speu,Basedth,Pou Mreal,Srae Khnher
05010904,Kampong Speu,Basedth,Pou Mreal,Chambak Run Cheung
05010905,Kampong Speu,Basedth,Pou Mreal,Mreal Thum
05010906,Kampong Speu,Basedth,Pou Mreal,Mreal Tnaot  Cheung
05010907,Kampong Speu,Basedth,Pou Mreal,Mreal Tnaot  Tboung
05010908,Kampong Speu,Basedth,Pou Mreal,Ou Char
05010909,Kampong Speu,Basedth,Pou Mreal,Pou
05010910,Kampong Speu,Basedth,Pou Mreal,Salam
05010911,Kampong Speu,Basedth,Pou Mreal,Trapeang Khnar
05010912,Kampong Speu,Basedth,Pou Mreal,Thmei
05010913,Kampong Speu,Basedth,Pou Mreal,Chamraeun Phal
05010914,Kampong Speu,Basedth,Pou Mreal,Ta Daeng Thmei
05010915,Kampong Speu,Basedth,Pou Mreal,Ta Nuon
05010916,Kampong Speu,Basedth,Pou Mreal,Ta Daeng Chas
05010917,Kampong Speu,Basedth,Pou Mreal,Prey Tbaeng
05010918,Kampong Speu,Basedth,Pou Mreal,Prey Khle
05011001,Kampong Speu,Basedth,Svay Chacheb,Sdok
05011002,Kampong Speu,Basedth,Svay Chacheb,Popul
05011003,Kampong Speu,Basedth,Svay Chacheb,Chacheb
05011004,Kampong Speu,Basedth,Svay Chacheb,Chek
05011005,Kampong Speu,Basedth,Svay Chacheb,Anlong Leak
05011006,Kampong Speu,Basedth,Svay Chacheb,Ruessei Yul
05011007,Kampong Speu,Basedth,Svay Chacheb,Andoung Lvea
05011008,Kampong Speu,Basedth,Svay Chacheb,Char
05011009,Kampong Speu,Basedth,Svay Chacheb,Trapeang Khtum
05011010,Kampong Speu,Basedth,Svay Chacheb,Trapeang Thlok
05011011,Kampong Speu,Basedth,Svay Chacheb,Khnach Kantuot
05011012,Kampong Speu,Basedth,Svay Chacheb,Chrey
05011013,Kampong Speu,Basedth,Svay Chacheb,Pongro
05011014,Kampong Speu,Basedth,Svay Chacheb,Troyueng Te
05011015,Kampong Speu,Basedth,Svay Chacheb,Sangkae Leak
05011101,Kampong Speu,Basedth,Tuol Ampil,Sangkream Bour
05011102,Kampong Speu,Basedth,Tuol Ampil,Roka Pok
05011103,Kampong Speu,Basedth,Tuol Ampil,Trapeang Chumrov
05011104,Kampong Speu,Basedth,Tuol Ampil,Trapeang Khyang
05011105,Kampong Speu,Basedth,Tuol Ampil,Prey Peay
05011106,Kampong Speu,Basedth,Tuol Ampil,Prey Khla
05011107,Kampong Speu,Basedth,Tuol Ampil,Angk Kdei
05011108,Kampong Speu,Basedth,Tuol Ampil,Trapeang Tonloab
05011109,Kampong Speu,Basedth,Tuol Ampil,Damnak Trach
05011110,Kampong Speu,Basedth,Tuol Ampil,Prey Sralaeng
05011111,Kampong Speu,Basedth,Tuol Ampil,Angk Rongeang
05011112,Kampong Speu,Basedth,Tuol Ampil,Mi Leav
05011113,Kampong Speu,Basedth,Tuol Ampil,Kae Sraeng
05011114,Kampong Speu,Basedth,Tuol Ampil,Phan
05011115,Kampong Speu,Basedth,Tuol Ampil,Ta Meun
05011201,Kampong Speu,Basedth,Tuol Sala,Tuol Sala
05011202,Kampong Speu,Basedth,Tuol Sala,Ta Am
05011203,Kampong Speu,Basedth,Tuol Sala,Kaoh Chheu Teal
05011204,Kampong Speu,Basedth,Tuol Sala,Svay Rumpea
05011205,Kampong Speu,Basedth,Tuol Sala,Doun Penh
05011206,Kampong Speu,Basedth,Tuol Sala,Rumluek
05011207,Kampong Speu,Basedth,Tuol Sala,Prey Rongeang
05011208,Kampong Speu,Basedth,Tuol Sala,Pring
05011209,Kampong Speu,Basedth,Tuol Sala,Ta Tov
05011210,Kampong Speu,Basedth,Tuol Sala,Ou
05011211,Kampong Speu,Basedth,Tuol Sala,Thlok
05011212,Kampong Speu,Basedth,Tuol Sala,Srae Khle
05011213,Kampong Speu,Basedth,Tuol Sala,Tnaot
05011214,Kampong Speu,Basedth,Tuol Sala,Changriek
05011215,Kampong Speu,Basedth,Tuol Sala,Veal
05011216,Kampong Speu,Basedth,Tuol Sala,Khla Chol
05011217,Kampong Speu,Basedth,Tuol Sala,Trapeang Kak
05011301,Kampong Speu,Basedth,Kak,Ta Reach
05011302,Kampong Speu,Basedth,Kak,Toap Mreak
05011303,Kampong Speu,Basedth,Kak,Krang Traok
05011304,Kampong Speu,Basedth,Kak,Trapeang Teab
05011305,Kampong Speu,Basedth,Kak,Trapeang Krasang
05011306,Kampong Speu,Basedth,Kak,Prey Snuol
05011307,Kampong Speu,Basedth,Kak,Ruessei Veal
05011308,Kampong Speu,Basedth,Kak,Kbal Thnal
05011309,Kampong Speu,Basedth,Kak,Trapeang Pring
05011310,Kampong Speu,Basedth,Kak,Trapeang Chhuk
05011311,Kampong Speu,Basedth,Kak,Khna
05011312,Kampong Speu,Basedth,Kak,Cheung Phnum
05011313,Kampong Speu,Basedth,Kak,Prech
05011314,Kampong Speu,Basedth,Kak,Phchoek
05011401,Kampong Speu,Basedth,Svay Rumpear,Tram Sasar
05011402,Kampong Speu,Basedth,Svay Rumpear,Kbier
05011403,Kampong Speu,Basedth,Svay Rumpear,Phsar Slab; Leaeng
05011404,Kampong Speu,Basedth,Svay Rumpear,Ou Preal
05011405,Kampong Speu,Basedth,Svay Rumpear,Prey Dob
05011406,Kampong Speu,Basedth,Svay Rumpear,Slaeng
05011407,Kampong Speu,Basedth,Svay Rumpear,Trapeang Sya
05011408,Kampong Speu,Basedth,Svay Rumpear,Srae Pring
05011409,Kampong Speu,Basedth,Svay Rumpear,Thlok
05011410,Kampong Speu,Basedth,Svay Rumpear,Slab Leaeng
05011411,Kampong Speu,Basedth,Svay Rumpear,Kreul
05011412,Kampong Speu,Basedth,Svay Rumpear,Tuol
05011413,Kampong Speu,Basedth,Svay Rumpear,Khna Ta Nong
05011414,Kampong Speu,Basedth,Svay Rumpear,Kandieng
05011501,Kampong Speu,Basedth,Preah Khae,Tnaot Mdaeum
05011502,Kampong Speu,Basedth,Preah Khae,Prey Ba Krong
05011503,Kampong Speu,Basedth,Preah Khae,Boeng
05011504,Kampong Speu,Basedth,Preah Khae,Trapeang Veaeng
05011505,Kampong Speu,Basedth,Preah Khae,Khnang Phum
05011506,Kampong Speu,Basedth,Preah Khae,Thnal Dach
05011507,Kampong Speu,Basedth,Preah Khae,Thnal
05011508,Kampong Speu,Basedth,Preah Khae,Khlouk
05011509,Kampong Speu,Basedth,Preah Khae,Trapeang Prei
05020101,Kampong Speu,Chbar Mon,Chbar Mon,Ta Mol
05020102,Kampong Speu,Chbar Mon,Chbar Mon,Phkong
05020103,Kampong Speu,Chbar Mon,Chbar Mon,Trapeang Leuk
05020104,Kampong Speu,Chbar Mon,Chbar Mon,Pech Sangvar
05020105,Kampong Speu,Chbar Mon,Chbar Mon,Angk Prasat
05020106,Kampong Speu,Chbar Mon,Chbar Mon,Roluos
05020108,Kampong Speu,Chbar Mon,Chbar Mon,Borei Kammeakkar
05020109,Kampong Speu,Chbar Mon,Chbar Mon,Chamkar Doung
05020110,Kampong Speu,Chbar Mon,Chbar Mon,Sambuor
05020111,Kampong Speu,Chbar Mon,Chbar Mon,Phnum Dei
05020112,Kampong Speu,Chbar Mon,Chbar Mon,Prey Sloek
05020113,Kampong Speu,Chbar Mon,Chbar Mon,Sampov
05020114,Kampong Speu,Chbar Mon,Chbar Mon,Khtum Krang
05020201,Kampong Speu,Chbar Mon,Kandaol Dom,Thmei
05020202,Kampong Speu,Chbar Mon,Kandaol Dom,Kaoh Vien
05020203,Kampong Speu,Chbar Mon,Kandaol Dom,Rumloung
05020204,Kampong Speu,Chbar Mon,Kandaol Dom,Pongro
05020205,Kampong Speu,Chbar Mon,Kandaol Dom,Phsar Sameakki
05020206,Kampong Speu,Chbar Mon,Kandaol Dom,Nhor
05020207,Kampong Speu,Chbar Mon,Kandaol Dom,Kandaol Dom
05020208,Kampong Speu,Chbar Mon,Kandaol Dom,Trapeang Preah
05020209,Kampong Speu,Chbar Mon,Kandaol Dom,Kab Tuk
05020210,Kampong Speu,Chbar Mon,Kandaol Dom,Srae Thnal
05020301,Kampong Speu,Chbar Mon,Rokar Thum,Krang Pol Tep
05020302,Kampong Speu,Chbar Mon,Rokar Thum,Peanicheakkam
05020303,Kampong Speu,Chbar Mon,Rokar Thum,Borei Kammeakkar
05020304,Kampong Speu,Chbar Mon,Rokar Thum,Samnang
05020305,Kampong Speu,Chbar Mon,Rokar Thum,Mukh Khett
05020306,Kampong Speu,Chbar Mon,Rokar Thum,Snao Ti Muoy
05020307,Kampong Speu,Chbar Mon,Rokar Thum,Angk Serei
05020308,Kampong Speu,Chbar Mon,Rokar Thum,Thmei
05020309,Kampong Speu,Chbar Mon,Rokar Thum,Tuol Thnong
05020310,Kampong Speu,Chbar Mon,Rokar Thum,Khaob
05020311,Kampong Speu,Chbar Mon,Rokar Thum,Rokar Thum
05020312,Kampong Speu,Chbar Mon,Rokar Thum,Trapeang Leuk
05020401,Kampong Speu,Chbar Mon,Sopoar Tep,Tang Tonle
05020402,Kampong Speu,Chbar Mon,Sopoar Tep,Rumloung
05020403,Kampong Speu,Chbar Mon,Sopoar Tep,Thlok Chheu Teal
05020404,Kampong Speu,Chbar Mon,Sopoar Tep,Trach Chrum
05020405,Kampong Speu,Chbar Mon,Sopoar Tep,Pael Hael
05020406,Kampong Speu,Chbar Mon,Sopoar Tep,Krang Phka
05020407,Kampong Speu,Chbar Mon,Sopoar Tep,Runloung Prakhleah
05020408,Kampong Speu,Chbar Mon,Sopoar Tep,Prey Kanteach
05020409,Kampong Speu,Chbar Mon,Sopoar Tep,Snao Ti Pir
05020410,Kampong Speu,Chbar Mon,Sopoar Tep,Roleang Sangkae
05020501,Kampong Speu,Chbar Mon,Svay Kravan,Skuh
05020502,Kampong Speu,Chbar Mon,Svay Kravan,Dak Por
05020503,Kampong Speu,Chbar Mon,Svay Kravan,Svay Kravan
05020504,Kampong Speu,Chbar Mon,Svay Kravan,Tuol Kouk
05020505,Kampong Speu,Chbar Mon,Svay Kravan,Phsar Chas
05020506,Kampong Speu,Chbar Mon,Svay Kravan,Thnal Bambaek
05020507,Kampong Speu,Chbar Mon,Svay Kravan,Prey Kdei
05020508,Kampong Speu,Chbar Mon,Svay Kravan,Tras
05020509,Kampong Speu,Chbar Mon,Svay Kravan,Ampeae Phnum
05020510,Kampong Speu,Chbar Mon,Svay Kravan,Tras Sala
05020511,Kampong Speu,Chbar Mon,Svay Kravan,Kamnab
05030101,Kampong Speu,Kong Pisei,Angk Popel,Lvea
05030102,Kampong Speu,Kong Pisei,Angk Popel,Saok Maok
05030103,Kampong Speu,Kong Pisei,Angk Popel,Krasang Ph'aem
05030104,Kampong Speu,Kong Pisei,Angk Popel,Angk Popel
05030105,Kampong Speu,Kong Pisei,Angk Popel,Samraong Chas
05030106,Kampong Speu,Kong Pisei,Angk Popel,Sampov Lun
05030107,Kampong Speu,Kong Pisei,Angk Popel,Thlok Yol
05030108,Kampong Speu,Kong Pisei,Angk Popel,Kamnab
05030109,Kampong Speu,Kong Pisei,Angk Popel,Tram Roneab
05030110,Kampong Speu,Kong Pisei,Angk Popel,Angkrong
05030111,Kampong Speu,Kong Pisei,Angk Popel,Tuol Sotin
05030112,Kampong Speu,Kong Pisei,Angk Popel,Samraong Reaksmei
05030113,Kampong Speu,Kong Pisei,Angk Popel,Svay Teab
05030201,Kampong Speu,Kong Pisei,Chongruk,Angk Krasang
05030202,Kampong Speu,Kong Pisei,Chongruk,Prey Ta Mean
05030203,Kampong Speu,Kong Pisei,Chongruk,Angk Sangkream
05030204,Kampong Speu,Kong Pisei,Chongruk,Thma Kdar
05030205,Kampong Speu,Kong Pisei,Chongruk,Bang Na
05030206,Kampong Speu,Kong Pisei,Chongruk,Angk Ta Lei
05030207,Kampong Speu,Kong Pisei,Chongruk,Kan Damra
05030208,Kampong Speu,Kong Pisei,Chongruk,Chrey
05030209,Kampong Speu,Kong Pisei,Chongruk,Thlok
05030210,Kampong Speu,Kong Pisei,Chongruk,Kayiev
05030211,Kampong Speu,Kong Pisei,Chongruk,Reang
05030212,Kampong Speu,Kong Pisei,Chongruk,Prey Sbov
05030213,Kampong Speu,Kong Pisei,Chongruk,Prey Ta Luem
05030214,Kampong Speu,Kong Pisei,Chongruk,Krang Lang
05030215,Kampong Speu,Kong Pisei,Chongruk,Angk Romeas
05030216,Kampong Speu,Kong Pisei,Chongruk,Sandol
05030217,Kampong Speu,Kong Pisei,Chongruk,Ta Mem
05030218,Kampong Speu,Kong Pisei,Chongruk,Chum Srok
05030219,Kampong Speu,Kong Pisei,Chongruk,Chongruk
05030220,Kampong Speu,Kong Pisei,Chongruk,Prey Roung
05030221,Kampong Speu,Kong Pisei,Chongruk,Boeng Toap Pyuh
05030222,Kampong Speu,Kong Pisei,Chongruk,Prey Kdei
05030223,Kampong Speu,Kong Pisei,Chongruk,Trapeang Roneah
05030224,Kampong Speu,Kong Pisei,Chongruk,Pong Tuek
05030225,Kampong Speu,Kong Pisei,Chongruk,Krabei Tram
05030301,Kampong Speu,Kong Pisei,Moha Ruessei,Tuol Veasna
05030302,Kampong Speu,Kong Pisei,Moha Ruessei,Angk Sokonthea
05030303,Kampong Speu,Kong Pisei,Moha Ruessei,Ta Reach
05030304,Kampong Speu,Kong Pisei,Moha Ruessei,Angk Sa Khnay
05030305,Kampong Speu,Kong Pisei,Moha Ruessei,Snuol
05030306,Kampong Speu,Kong Pisei,Moha Ruessei,Prey Khlouy
05030307,Kampong Speu,Kong Pisei,Moha Ruessei,Kak Thum
05030308,Kampong Speu,Kong Pisei,Moha Ruessei,Chheu Lum
05030309,Kampong Speu,Kong Pisei,Moha Ruessei,Krang Sbov
05030310,Kampong Speu,Kong Pisei,Moha Ruessei,Kbal Romeas
05030311,Kampong Speu,Kong Pisei,Moha Ruessei,Krang Ruessei
05030312,Kampong Speu,Kong Pisei,Moha Ruessei,Tuol Prich
05030313,Kampong Speu,Kong Pisei,Moha Ruessei,Trapeang Teab
05030314,Kampong Speu,Kong Pisei,Moha Ruessei,Krang Ta Lat
05030315,Kampong Speu,Kong Pisei,Moha Ruessei,Prey Tumnob
05030316,Kampong Speu,Kong Pisei,Moha Ruessei,Trapeang Chak
05030317,Kampong Speu,Kong Pisei,Moha Ruessei,Trach Koh
05030318,Kampong Speu,Kong Pisei,Moha Ruessei,Angk Roung
05030319,Kampong Speu,Kong Pisei,Moha Ruessei,Samraong Khpos
05030320,Kampong Speu,Kong Pisei,Moha Ruessei,Trapeang Ampil
05030321,Kampong Speu,Kong Pisei,Moha Ruessei,Krang Chheu Neang
05030322,Kampong Speu,Kong Pisei,Moha Ruessei,Angkor meas
05030401,Kampong Speu,Kong Pisei,Pechr Muni,Ponlueu Khae
05030402,Kampong Speu,Kong Pisei,Pechr Muni,Kanlaeng Romeas
05030403,Kampong Speu,Kong Pisei,Pechr Muni,Trapeang Snuol
05030404,Kampong Speu,Kong Pisei,Pechr Muni,Trapeang Thnal
05030405,Kampong Speu,Kong Pisei,Pechr Muni,Pechr Muni
05030406,Kampong Speu,Kong Pisei,Pechr Muni,Trapeang Roka
05030407,Kampong Speu,Kong Pisei,Pechr Muni,Thnal Bat
05030408,Kampong Speu,Kong Pisei,Pechr Muni,Tuol Pring
05030409,Kampong Speu,Kong Pisei,Pechr Muni,Tuol M'am
05030410,Kampong Speu,Kong Pisei,Pechr Muni,Kouk Dangkao
05030411,Kampong Speu,Kong Pisei,Pechr Muni,Kokruos
05030412,Kampong Speu,Kong Pisei,Pechr Muni,Chas
05030413,Kampong Speu,Kong Pisei,Pechr Muni,Phchoek Chrum
05030501,Kampong Speu,Kong Pisei,Preah Nipean,Dot Kambaor
05030502,Kampong Speu,Kong Pisei,Preah Nipean,Kanhchrab
05030503,Kampong Speu,Kong Pisei,Preah Nipean,Prey Khla
05030504,Kampong Speu,Kong Pisei,Preah Nipean,Kor
05030505,Kampong Speu,Kong Pisei,Preah Nipean,Kok
05030506,Kampong Speu,Kong Pisei,Preah Nipean,Damnak Mean chey
05030507,Kampong Speu,Kong Pisei,Preah Nipean,Chamkar Sbov
05030508,Kampong Speu,Kong Pisei,Preah Nipean,Chrab Tboung
05030509,Kampong Speu,Kong Pisei,Preah Nipean,Chrab Cheung
05030510,Kampong Speu,Kong Pisei,Preah Nipean,Prey Lvea
05030511,Kampong Speu,Kong Pisei,Preah Nipean,Trapeang Sla
05030512,Kampong Speu,Kong Pisei,Preah Nipean,Boeng Kak
05030513,Kampong Speu,Kong Pisei,Preah Nipean,Tuol Thnong
05030514,Kampong Speu,Kong Pisei,Preah Nipean,Sala Kruos
05030515,Kampong Speu,Kong Pisei,Preah Nipean,Sayav
05030516,Kampong Speu,Kong Pisei,Preah Nipean,Krang Trea
05030517,Kampong Speu,Kong Pisei,Preah Nipean,Liek
05030518,Kampong Speu,Kong Pisei,Preah Nipean,Pheansa
05030519,Kampong Speu,Kong Pisei,Preah Nipean,Prey Thkov
05030520,Kampong Speu,Kong Pisei,Preah Nipean,Krabau
05030521,Kampong Speu,Kong Pisei,Preah Nipean,Thlok Preal
05030522,Kampong Speu,Kong Pisei,Preah Nipean,Trapeang Chambak
05030523,Kampong Speu,Kong Pisei,Preah Nipean,Ruessei
05030524,Kampong Speu,Kong Pisei,Preah Nipean,Ta Aong
05030525,Kampong Speu,Kong Pisei,Preah Nipean,Dak Por
05030526,Kampong Speu,Kong Pisei,Preah Nipean,Prey Totueng
05030527,Kampong Speu,Kong Pisei,Preah Nipean,Prey Dang Tuek
05030601,Kampong Speu,Kong Pisei,Prey Nheat,Khlaeng Poar Tboung
05030602,Kampong Speu,Kong Pisei,Prey Nheat,Doung
05030603,Kampong Speu,Kong Pisei,Prey Nheat,Srae Char
05030604,Kampong Speu,Kong Pisei,Prey Nheat,Trapeang Kanthao
05030605,Kampong Speu,Kong Pisei,Prey Nheat,Dam Daek
05030606,Kampong Speu,Kong Pisei,Prey Nheat,Haong
05030607,Kampong Speu,Kong Pisei,Prey Nheat,Prey Nheat
05030608,Kampong Speu,Kong Pisei,Prey Nheat,Svay
05030609,Kampong Speu,Kong Pisei,Prey Nheat,Ta Ney
05030610,Kampong Speu,Kong Pisei,Prey Nheat,Svay Char
05030611,Kampong Speu,Kong Pisei,Prey Nheat,Bak Kar
05030612,Kampong Speu,Kong Pisei,Prey Nheat,Boeng Prasrae
05030613,Kampong Speu,Kong Pisei,Prey Nheat,Angk Samraong
05030614,Kampong Speu,Kong Pisei,Prey Nheat,Prey Chor
05030615,Kampong Speu,Kong Pisei,Prey Nheat,Tboung Angk
05030616,Kampong Speu,Kong Pisei,Prey Nheat,Prey Kuk
05030617,Kampong Speu,Kong Pisei,Prey Nheat,Chhuk Sa
05030618,Kampong Speu,Kong Pisei,Prey Nheat,Phlov Damrei
05030619,Kampong Speu,Kong Pisei,Prey Nheat,Khlaeng Poar Cheung
05030620,Kampong Speu,Kong Pisei,Prey Nheat,Pnov
05030621,Kampong Speu,Kong Pisei,Prey Nheat,Prey Rongieng
05030622,Kampong Speu,Kong Pisei,Prey Nheat,Trapeang Kralanh
05030623,Kampong Speu,Kong Pisei,Prey Nheat,Samdach Ov
05030624,Kampong Speu,Kong Pisei,Prey Nheat,Chas
05030625,Kampong Speu,Kong Pisei,Prey Nheat,Prey Teu
05030701,Kampong Speu,Kong Pisei,Prey Vihear,Trapeang Thnong
05030702,Kampong Speu,Kong Pisei,Prey Vihear,Damnak Pongro
05030703,Kampong Speu,Kong Pisei,Prey Vihear,Thmei
05030704,Kampong Speu,Kong Pisei,Prey Vihear,Angk Khcheay
05030705,Kampong Speu,Kong Pisei,Prey Vihear,Boeng Roneal
05030706,Kampong Speu,Kong Pisei,Prey Vihear,Trapeang Svay
05030707,Kampong Speu,Kong Pisei,Prey Vihear,Aekak Pheap
05030708,Kampong Speu,Kong Pisei,Prey Vihear,Damrei Slab
05030709,Kampong Speu,Kong Pisei,Prey Vihear,Prey Chheu Teal
05030710,Kampong Speu,Kong Pisei,Prey Vihear,Tuol Tbaeng
05030711,Kampong Speu,Kong Pisei,Prey Vihear,Prey Smach
05030712,Kampong Speu,Kong Pisei,Prey Vihear,Ta Phouk
05030713,Kampong Speu,Kong Pisei,Prey Vihear,Prey Kaes
05030714,Kampong Speu,Kong Pisei,Prey Vihear,Chamkar Doung
05030715,Kampong Speu,Kong Pisei,Prey Vihear,Prey Damnak
05030716,Kampong Speu,Kong Pisei,Prey Vihear,Boeng Changriek
05030717,Kampong Speu,Kong Pisei,Prey Vihear,Chrey Vear
05030718,Kampong Speu,Kong Pisei,Prey Vihear,Chek Sraton
05030719,Kampong Speu,Kong Pisei,Prey Vihear,Trapeang Chrey
05030801,Kampong Speu,Kong Pisei,Roka Kaoh,Dei Kraham
05030802,Kampong Speu,Kong Pisei,Roka Kaoh,Pring Tuek
05030803,Kampong Speu,Kong Pisei,Roka Kaoh,Doun Iet
05030804,Kampong Speu,Kong Pisei,Roka Kaoh,Prey Ta Ouk
05030805,Kampong Speu,Kong Pisei,Roka Kaoh,Prey Pongro
05030806,Kampong Speu,Kong Pisei,Roka Kaoh,Ta Roung
05030807,Kampong Speu,Kong Pisei,Roka Kaoh,Ou Ta Pung
05030808,Kampong Speu,Kong Pisei,Roka Kaoh,Srae Thlok
05030809,Kampong Speu,Kong Pisei,Roka Kaoh,Prey Khvav
05030810,Kampong Speu,Kong Pisei,Roka Kaoh,Dam Daek
05030811,Kampong Speu,Kong Pisei,Roka Kaoh,Roka Kaoh
05030812,Kampong Speu,Kong Pisei,Roka Kaoh,Chey Ta Kuon
05030901,Kampong Speu,Kong Pisei,Sdok,Krang Khlong
05030902,Kampong Speu,Kong Pisei,Sdok,Trapeang Leuk
05030903,Kampong Speu,Kong Pisei,Sdok,Prey Changva
05030904,Kampong Speu,Kong Pisei,Sdok,Sdok
05030905,Kampong Speu,Kong Pisei,Sdok,Chek
05030906,Kampong Speu,Kong Pisei,Sdok,Prey Char
05030907,Kampong Speu,Kong Pisei,Sdok,Boeng Trav
05030908,Kampong Speu,Kong Pisei,Sdok,Tram Kang
05030909,Kampong Speu,Kong Pisei,Sdok,Prey Khvav
05030910,Kampong Speu,Kong Pisei,Sdok,Pok Tang
05030911,Kampong Speu,Kong Pisei,Sdok,Prey Anteav
05030912,Kampong Speu,Kong Pisei,Sdok,Trapeang Kakaoh
05030913,Kampong Speu,Kong Pisei,Sdok,Beng
